433a6ea5429d6d75f0be9bf9da26e24c,11.896,0.06734375,14.87
840aae12cd1e21200e2b729b1e151323,12.448,0.06734375,15.56
aa3a4a66333df4985c7283bbd1a392e2,20.8,0.046629,26
57750683947a2891662f18320e8d476b,15.36,0.046629,19.2
ab7c2d6f143b42faf360c6b52fcc2f05,9.184,0.9634925,11.48
f591ed4b09492933c2de77c78c9d9a66,7.256,0.9634925,9.07
b37242925ffe0da400d9b98c254b9fcd,6.696,0.9634925,8.37
3b5166ef147b143fedd04b1c4a64900b,8.376,0.9634925,10.47
842746dc8d98352c8c07b066d4554e7f,3.984,0.9634925,4.98
d6055de68dad5a21a33d640118198c98,5.264,0.9634925,6.58
ad7fe02e59ae7d37c32f8dd238662d0d,4.88,0.9634925,6.1
31c1d3f0e9138ff2f553f8a271dda663,6.472,0.9634925,8.09
f3f22264dbacb7ea850f2108d0b8bdf3,5.384,0.9634925,6.73
c61020b12cf805b7c3f39937118fffd3,6.472,0.9634925,8.09
cb76a72d0066b89f7dbd5405126b7834,5.432,0.9634925,6.79
da1a1f1432f7c77b215aa2cea33ecd55,4.8,0.9634925,6
74b72ae2ee96f9be8900a13e80fb63ac,5.176,0.9634925,6.47
fff574293a6252f4029a9413f364b2e6,6.736,0.9634925,8.42
faefec47428cf9a2f0875ba9c2042a81,18.144,0.07298345,22.68
9704a4fc48ae88598dcbdcdf57f3fdef,15.12,0.07298345,18.9
8466a2b43729c29dcd7cc0fdfa1a9e7a,11.488,0.07298345,14.36
3ab6be46e1d6b21d59a3c3a0b9d0f6ef,12.704,0.07298345,15.88
d1359f9934ee5a75ed441ffce412a0a1,11.488,0.07298345,14.36
bb1443cc31d7396bf73e7858cea114e1,11.488,0.07298345,14.36
c4098249cc953bd98b54e57a1ad89d12,11.488,0.07298345,14.36
ca6ab34959489659f8c3776aaf1f8efd,13.912,0.07298345,17.39
ee389847678a3a9d1ce9e4ca69200d06,18.144,0.07298345,22.68
110209d8fae7417509ba71ad97c17639,15.12,0.07298345,18.9
0678ca2eae02d542cc931e81b74de122,12.096,0.07298345,15.12
e17a886efc21fa45b9dc49a17c29dcf1,18.144,0.07298345,22.68
4ff6fa96179cdc2838e8d8ce64cd10a7,16.328,0.07298345,20.41
3bc71faebe42e1639eb6fded38d714cd,14.52,0.07298345,18.15
56dc0997d871e9177069bb472574eb29,15.12,0.07298345,18.9
44ba1d022ff64c3e9281781b13d0eef9,16.328,0.07298345,20.41
8e621619d71d0ae5ef4e631ad586334f,21.168,0.07298345,26.46
07e87c2f4fc7f7c96116d8e2a92790f5,29.64,0.07298345,37.05
609c5e5089a9aa967232aba2a4d03114,27.224,0.07298345,34.03
eab0141b79354969d1edd234fbc07422,24.2,0.07298345,30.25
01064f1de9dfcd9d77b14d11beefefd4,24.2,0.07298345,30.25
f18224a1adfb7b3dbff668c9b655a35a,25.104,0.07298345,31.38
2e92962c0b6996add9517e4242ea9bdc,33.272,0.07298345,41.59
bf25356fd2a6e038f1a3a59c26687e80,9.016,0.07298345,11.27
2afc4dfb14e55c6face649a1d0c1025b,9.016,0.07298345,11.27
88bade49e98db8790df275fcebb37a13,11.488,0.07298345,14.36
cf8c9be2a4508a24ae92c9d3d379131d,42.344,0.07298345,52.93
0a3b6f64f0523984e51323fe53b8c504,42.344,0.07298345,52.93
479b4864e55e12e0fb411eadb115c095,23.592,0.07298345,29.49
e3c9cb08585a40829bc88130b0b8ebdf,23.592,0.07298345,29.49
587b7b833034299fdd5f4b10e7dc9fca,41.736,0.07298345,52.17
623a1f8e55863044aa680a8fa581c36a,35.832,0.07298345,44.79
67fe0f66449e31fdafdc3505c37d6acb,42,0.07298345,52.5
8ae5780d22688d976ebce9d8fb3db81c,26.848,0.07298345,33.56
107030ca685076c0ed5e054e2c3ed940,12.704,0.07298345,15.88
d63c4a5e9b600279c3da776f6113a400,42.112,0.07298345,52.64
75c58d36157505a600e0695ed0b3a22d,12.088,0.07298345,15.11
b72a5a099433a2099fc3d92f6ad3accf,38.712,0.07298345,48.39
acc21473c4525b922286130ffbfe00b5,35.688,0.07298345,44.61
7b99efbc101a6013d2c710028bca5cbf,10.224,0.07298345,12.78
392526094bcba21af9fd4102ce5ed092,32.664,0.07298345,40.83
36d5ef2a011f0b3e0e0fa139228bbe18,29.64,0.07298345,37.05
595373f017b659cb7743291e920a8857,27.224,0.07298345,34.03
5b970a1d9be0fd100063fd6cd688b73e,11.96,0.00602825,14.95
0415089c6d09cb4eccd7a314f9610301,34.16,5.08496125,42.7
4fefed995eb187fe7d0c0e4e2351f82a,21.84,5.08496125,27.3
e2b55042866db16f336e911d6e05a45b,37.52,5.08496125,46.9
4500e4037738e13c0c18db508e18d483,2.36,0.07242345,2.95
83e8fe6279ad25f15b23c6298c6a3584,3.472,0.07242345,4.34
62d75fb2e3075506e8837d8f55021ab1,3.472,0.07242345,4.34
bd0bbd6f4ca059d60e92b3d4cbfa976b,5.432,0.07242345,6.79
c5c57642a4f73eae7413ce5ad2782158,4.344,0.07242345,5.43
005cbfa3ec6690c005d1de9182683241,5.976,0.07242345,7.47
7ae026e7ca281f18185cfb694cb5661f,5.976,0.07242345,7.47
d1c1a2daad72f9d116f600c1c542b573,2.44,0.07242345,3.05
7e7e69ea3384874304911625ac34321c,7.68,0.7399062,9.6
f7cade80b7cc92b991cf4d2806d6bd78,5.104,0.7399062,6.38
4f3d7d38d24b740c95da2b03dc3a2333,7.68,0.7399062,9.6
1d033f2517f2915cbb88cf0a4ceb2611,6.472,0.7399062,8.09
873a420964dbfac72c5b49ce65cb1991,4.952,0.7399062,6.19
c4c0a50045458197aaf70402e5b29ef9,7.68,0.7399062,9.6
e243aa93e6b6e031797f86d0858f5e40,28.944,0.1312839,36.18
3c947bc2f7ff007b86a9428b74654de5,3.8,0.1326766,4.75
cd81cfd0a3397761fac44ddbe5ec3349,4.072,0.1326766,5.09
b7c386cf600f4649ccbaf2136bf37a97,3.664,0.1326766,4.58
93c6cea607715faa19391e37c48fac33,4.072,0.1326766,5.09
bbf514d16a56cba73809fd0b7e262436,3.8,0.1326766,4.75
73a427badebe0e32caa2e1fc7530b7f3,4.888,0.2756844,6.11
98baeb82b676b662e12a7af8ad9212f6,5.664,0.2756844,7.08
0b3f44d9054402de39441e165a4bdfe0,1.032,0.2756844,1.29
1e0feeaff84a19bf3936e693311fa66d,1.184,0.2756844,1.48
47f91db40efc6a22350eca5c953c4742,1.184,0.2756844,1.48
e1d4b23fb807f2a1de063bfb84a468d4,1.952,0.2756844,2.44
3dcf44c3136a27a28b3bb27586fd5fc5,0.96,0.2756844,1.2
77b830096c1888016b4d7a730bbe9731,0.888,0.2756844,1.11
1d01bd2e16f57892f0954902899f0692,0.816,0.2756844,1.02
31b5b7b61bc03a158c3c602c6ce6489b,10.896,0.2756844,13.62
7ca5eb06feca2d4d2029ef99de456a25,5.144,0.2756844,6.43
9f9d8edfbd4baab2060a115bbdcee1d6,6.368,0.2756844,7.96
9cc25407f209e031babdac7d3c520ccb,7.408,0.2756844,9.26
218344619d8fb95d504ccfa11804073f,5.664,0.2756844,7.08
412f1f1340a245ffec9fb8d47654da57,6.432,0.2756844,8.04
0c620bcfc2a979fe9f22acbe0019f276,1.536,0.2756844,1.92
fd8979ada2fd5bab05e9c5f035a5c4c7,1.248,0.2756844,1.56
ae9ed3423e5d1c1fe8769d705207f040,0.84,0.2756844,1.05
359f449e012b58f30cbc80ea8b9e794a,0.64,0.2756844,0.8
2959ced850c7261ff93292042fed7240,3.104,0.2756844,3.88
